"url","http_status","title","title_pixel_width","meta_description","description_character_count","h1","canonical","robots_meta","x_robots_tag","og_title","og_description","hreflang","detected_language","indexable","registry_title","registry_description","registry_og_title","registry_og_description","title_length","title_contains_tool_concept","title_avoids_boilerplate","title_brand_consistent","title_no_truncation","description_length","description_specific","canonical_self_referential","canonical_not_cross_language","noindex_absent","og_title_present","og_description_present"
"https://textcaseconverter.net/tools/lowercase/","200","Lowercase Converter — Make Text lowercase","246","Convert any text to lowercase instantly. Paste or type, then copy your result. Great for normalization and cleanup.","115","","","","","","Convert text to lowercase.","","","true","Lowercase Converter — Make Text lowercase","Convert any text to lowercase instantly. Paste or type, then copy your result. Great for normalization and cleanup.","","Convert text to lowercase.","PASS","PASS","PASS","FAIL","PASS","FAIL","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/tools/image-cropper/","200","Image Cropper — Crop Pictures to Exact Size","258","Crop images to exact dimensions or aspect ratios. Drag to select, preview, and download. All in your browser, no uploads stored.","128","","","","","","Crop images to size or aspect ratio.","","","true","Image Cropper — Crop Pictures to Exact Size","Crop images to exact dimensions or aspect ratios. Drag to select, preview, and download. All in your browser, no uploads stored.","","Crop images to size or aspect ratio.","PASS","FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/tools/nato-phonetic/","200","NATO Phonetic Alphabet Translator — Spell by Code Words","330","Convert text to the NATO phonetic alphabet and back. Great for clear spelling over phone/radio. Copy results instantly. Free tool.","130","","","","","","Translate text ↔ NATO phonetic words.","","","true","NATO Phonetic Alphabet Translator — Spell by Code Words","Convert text to the NATO phonetic alphabet and back. Great for clear spelling over phone/radio. Copy results instantly. Free tool.","","Translate text ↔ NATO phonetic words.","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/tools/image-to-text/","200","Image to Text (OCR) — Extract Text from Pictures","288","Turn images into searchable text using OCR. Paste or upload, then copy results. Great for receipts, scans, and screenshots.","123","","","","","","Extract text from images (OCR).","","","true","Image to Text (OCR) — Extract Text from Pictures","Turn images into searchable text using OCR. Paste or upload, then copy results. Great for receipts, scans, and screenshots.","","Extract text from images (OCR).","PASS","FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/tools/image-resizer/","200","Image Resizer — Resize Photos by Width/Height","270","Resize images by width/height or percentage. Preserve aspect ratio and quality. Fast, privacy‑friendly, in your browser.","120","","","","","","Resize images by size or percent.","","","true","Image Resizer — Resize Photos by Width/Height","Resize images by width/height or percentage. Preserve aspect ratio and quality. Fast, privacy‑friendly, in your browser.","","Resize images by size or percent.","PASS","FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/tools/italic-text/","200","Italic Text Generator — Slanted Unicode (Copy & Paste)","324","Make slanted italic Unicode text for posts, bios, and messages. Type, preview, copy & paste instantly. Free and unlimited.","122","","","","","","Italic Unicode text (copy & paste).","","","true","Italic Text Generator — Slanted Unicode (Copy & Paste)","Make slanted italic Unicode text for posts, bios, and messages. Type, preview, copy & paste instantly. Free and unlimited.","","Italic Unicode text (copy & paste).","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/tools/ascii-art-generator/","200","ASCII Art Generator — Stylish Text Banners (Free)","294","Create ASCII text banners in many fonts. Copy or download instantly. Great for terminals, READMEs, and fun!","107","","","","","","Create ASCII text banners in many fonts. Free.","","","true","ASCII Art Generator — Stylish Text Banners (Free)","Create ASCII text banners in many fonts. Copy or download instantly. Great for terminals, READMEs, and fun!","","Create ASCII text banners in many fonts. Free.","PASS","PASS","PASS","FAIL","PASS","FAIL","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/tools/jpg-to-webp/","200","JPG to WebP — Smaller Images with Great Quality","282","Convert JPG images to WebP to reduce size while keeping quality. Fast, in‑browser conversion. Drag multiple files, download fast.","129","","","","","","Convert JPG to WebP efficiently.","","","true","JPG to WebP — Smaller Images with Great Quality","Convert JPG images to WebP to reduce size while keeping quality. Fast, in‑browser conversion. Drag multiple files, download fast.","","Convert JPG to WebP efficiently.","PASS","FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/tools/mirror-text/","200","Mirror Text — Reverse and Flip Text Online","252","Reverse or mirror text horizontally in one click. Paste input and copy results for creative effects, puzzles, and usernames.","124","","","","","","Reverse or mirror your text.","","","true","Mirror Text — Reverse and Flip Text Online","Reverse or mirror text horizontally in one click. Paste input and copy results for creative effects, puzzles, and usernames.","","Reverse or mirror your text.","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/tools/cursed-text/","200","Cursed Text Generator — Unicode Stylized Text","270","Generate cursed, stylized text using Unicode characters. Create unique fonts for social media, usernames, and creative projects.","128","","","","","","Generate cursed Unicode text for social media.","","","true","Cursed Text Generator — Unicode Stylized Text","Generate cursed, stylized text using Unicode characters. Create unique fonts for social media, usernames, and creative projects.","","Generate cursed Unicode text for social media.","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/tools/online-notepad/","200","Online Notepad — Simple, Secure, Free","222","Write and save notes in your browser. Autosave, dark mode, and privacy‑friendly. Perfect for quick drafts and copy/paste tasks.","127","","","","","","Fast browser notepad with autosave.","","","true","Online Notepad — Simple, Secure, Free","Write and save notes in your browser. Autosave, dark mode, and privacy‑friendly. Perfect for quick drafts and copy/paste tasks.","","Fast browser notepad with autosave.","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/tools/facebook-font/","200","Facebook Font Generator — Stylish Text for Posts & Bios","330","Generate stylish Facebook fonts for posts, bios, and comments. Copy & paste instantly. Free, fast, no limits.","109","","","","","","Stylish FB fonts for posts & bios.","","","true","Facebook Font Generator — Stylish Text for Posts & Bios","Generate stylish Facebook fonts for posts, bios, and comments. Copy & paste instantly. Free, fast, no limits.","","Stylish FB fonts for posts & bios.","PASS","PASS","PASS","FAIL","PASS","FAIL","FAIL","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/tools/password-generator/","200","Secure Password Generator — Strong Random Passwords Online","348","Create strong, unique passwords with customizable rules. Secure by default. Copy or download results. Free, unlimited.","118","","","","","","Strong random passwords with custom rules. Free and unlimited.","","","true","Secure Password Generator — Strong Random Passwords Online","Create strong, unique passwords with customizable rules. Secure by default. Copy or download results. Free, unlimited.","","Strong random passwords with custom rules. Free and unlimited.","PASS","PASS","PASS","FAIL","PASS","FAIL","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/tools/discord-font/","200","Discord Font Generator — Fancy Chat Fonts & Nickname Styles","354","Create fancy Discord fonts for chats and nicknames. Copy & paste instantly. Works for channels, bios, and servers.","114","","","","","","Fancy Discord fonts for chats & names.","","","true","Discord Font Generator — Fancy Chat Fonts & Nickname Styles","Create fancy Discord fonts for chats and nicknames. Copy & paste instantly. Works for channels, bios, and servers.","","Fancy Discord fonts for chats & names.","PASS","PASS","PASS","FAIL","PASS","FAIL","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/tools/big-text/","200","Big Text Generator — Large Letters for Headers (Free)","318","Make large letters for headers, titles, and banners. Type, preview, copy & paste in one click. Free and unlimited.","114","","","","","","Large letters for headers (free).","","","true","Big Text Generator — Large Letters for Headers (Free)","Make large letters for headers, titles, and banners. Type, preview, copy & paste in one click. Free and unlimited.","","Large letters for headers (free).","PASS","PASS","PASS","FAIL","PASS","FAIL","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/tools/number-sorter/","200","Number Sorter — Sort Numbers Asc/Desc, Remove Duplicates","336","Quickly sort numbers ascending or descending and remove duplicates. Paste your list and get clean results for spreadsheets or code.","131","","","","","","Sort numbers and remove duplicates.","","","true","Number Sorter — Sort Numbers Asc/Desc, Remove Duplicates","Quickly sort numbers ascending or descending and remove duplicates. Paste your list and get clean results for spreadsheets or code.","","Sort numbers and remove duplicates.","PASS","FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/tools/json-stringify/","200","JSON Stringify — Safe Text ↔ JSON Converter","258","Stringify JSON safely or parse text to JSON with proper escaping. Copy, pretty‑print, and validate data for dev and QA tasks.","125","","","","","","Stringify/parse JSON with escaping.","","","true","JSON Stringify — Safe Text ↔ JSON Converter","Stringify JSON safely or parse text to JSON with proper escaping. Copy, pretty‑print, and validate data for dev and QA tasks.","","Stringify/parse JSON with escaping.","PASS","PASS","PASS","FAIL","PASS","PASS","PASS","FAIL","FAIL","PASS","FAIL","PASS"
